NR_046018.2	DDX11L1
NM_019076.4	UGT1A8
NM_019075.2	UGT1A10
NM_021027.2	UGT1A9
NM_019077.2	UGT1A7
NM_205862.1	UGT1A6
NM_001072.3	UGT1A6
NM_019078.1	UGT1A5
NM_007120.2	UGT1A4
NM_019093.2	UGT1A3
NM_001001394.3	DNAJB3
NR_037694.1	LOC100286922
NR_037695.1	LOC100286922
NR_037696.1	LOC100286922
NM_000463.2	UGT1A1
NM_001287395.1	MROH2A
NM_018410.4	HJURP
NM_001282962.1	HJURP
NM_001282963.1	HJURP
NR_024322.1	MSL3P1
NM_024080.4	TRPM8
NM_006944.2	SPP2
NM_005737.3	ARL4C
NM_001282431.1	ARL4C
NR_132376.1	LINC01173
NM_014521.2	SH3BP4
NM_001244888.1	AGAP1
NM_014914.4	AGAP1
NM_001037131.2	AGAP1
NR_131900.1	AGAP1-IT1
NM_001301687.1	GBX2
NM_001485.3	GBX2
NM_212556.2	ASB18
NM_001270585.1	IQCA1
NR_073043.1	IQCA1
NM_024726.4	IQCA1
NM_001270584.1	IQCA1
NM_020311.2	ACKR3
NR_135202.1	LOC93463
NM_006710.4	COPS8
NM_198189.2	COPS8
NM_004369.3	COL6A3
NM_057167.3	COL6A3
NM_057166.4	COL6A3
NM_057165.4	COL6A3
NM_057164.4	COL6A3
NM_001281474.1	MLPH
NM_001281473.1	MLPH
NM_001042467.2	MLPH
NM_024101.6	MLPH
NR_104019.1	MLPH
NR_106869.1	MIR6811
NM_015893.1	PRLH
NM_022449.3	RAB17
NR_033308.1	RAB17
NM_001137550.1	LRRFIP1
NM_001137553.1	LRRFIP1
NM_004735.3	LRRFIP1
NM_001137552.1	LRRFIP1
NM_001137551.1	LRRFIP1
NM_001080504.2	RBM44
NM_005855.3	RAMP1
NM_001308353.1	RAMP1
NM_001278306.1	UBE2F
NM_001278307.1	UBE2F
NR_103498.1	UBE2F
NR_103499.1	UBE2F
NM_001278308.1	UBE2F
NM_080678.2	UBE2F
NR_103500.1	UBE2F
NR_037904.1	UBE2F-SCLY
NM_001278305.1	UBE2F
NM_016510.5	SCLY
NM_194312.3	ESPNL
NM_001308370.1	ESPNL
NM_198582.3	KLHL30
NM_001291832.1	ERFE
NM_030768.2	ILKAP
NR_026925.1	LOC151174
NR_026926.1	LOC151174
NR_026923.1	LOC643387
NM_018645.5	HES6
NM_001282434.1	HES6
NM_001142853.2	HES6
NM_022817.2	PER2
NM_001139490.1	TRAF3IP1
NM_015650.3	TRAF3IP1
NM_001330196.1	ASB1
NM_001040445.2	ASB1
NR_037809.1	LINC01107
NM_057179.2	TWIST2
NM_001271893.3	TWIST2
NR_034162.1	LINC01940
NM_006037.3	HDAC4
NR_039642.1	MIR4440
NR_039643.1	MIR4441
NR_026664.1	MGC16025
NR_036229.1	MIR4269
NR_039948.1	MIR2467
NR_135575.1	LOC101928111
NR_135576.1	LOC101928111
NR_135577.1	LOC101928111
NR_037808.1	LOC150935
NR_136158.1	NDUFA10
NR_039949.1	MIR4786
NR_136155.1	NDUFA10
NR_136156.1	NDUFA10
NM_004544.3	NDUFA10
NM_001322020.1	NDUFA10
NR_136157.1	NDUFA10
NM_001322019.1	NDUFA10
NM_001005853.1	OR6B2
NM_173351.1	OR6B3
NM_138336.1	COPS9
NM_001163424.1	COPS9
NM_148961.3	OTOS
NM_002081.2	GPC1
NR_024014.1	PP14571
NR_029702.1	MIR149
NM_001282771.1	ANKMY1
NM_001282780.1	ANKMY1
NM_017844.3	ANKMY1
NM_001282781.1	ANKMY1
NM_016552.3	ANKMY1
NM_001308375.1	ANKMY1
NM_001033575.1	DUSP28
NM_018226.4	RNPEPL1
NR_103792.1	CAPN10-AS1
NM_023085.3	CAPN10
NM_023083.3	CAPN10
NM_001195382.1	GPR35
NM_001195381.1	GPR35
NM_005301.3	GPR35
NM_001102467.1	AQP12B
NM_198998.2	AQP12A
NM_001330290.1	KIF1A
NM_001244008.1	KIF1A
NM_001330289.1	KIF1A
NM_001320705.1	KIF1A
NM_004321.7	KIF1A
NM_000030.2	AGXT
NM_001282921.1	C2orf54
NM_024861.3	C2orf54
NM_001085437.2	C2orf54
NR_033841.1	LOC200772
NM_001080437.1	SNED1
NR_138463.1	MTERF4
NR_138466.1	MTERF4
NR_138465.1	MTERF4
NR_028049.1	MTERF4
NR_138464.1	MTERF4
NR_028050.1	MTERF4
NR_028051.1	MTERF4
NM_001330180.1	MTERF4
NM_182501.3	MTERF4
NM_001330179.1	MTERF4
NM_001252119.1	PASK
NM_015148.3	PASK
NM_001252122.1	PASK
NM_001252120.1	PASK
NM_001252124.1	PASK
NM_001282414.1	PPP1R7
NM_001282413.1	PPP1R7
NM_001282412.1	PPP1R7
NM_001282411.1	PPP1R7
NM_001282410.1	PPP1R7
NM_001282409.1	PPP1R7
NM_002712.2	PPP1R7
NM_001001666.3	ANO7
NM_001001891.3	ANO7
NM_001320966.1	HDLBP
NM_001243900.2	HDLBP
NM_203346.4	HDLBP
NM_001320967.1	HDLBP
NM_001320965.1	HDLBP
NM_005336.5	HDLBP
NM_006155.2	SEPT2
NM_001008491.2	SEPT2
NM_004404.4	SEPT2
NM_001321032.1	SEPT2
NM_001008492.2	SEPT2
NM_001321035.1	SEPT2
NM_001321029.1	SEPT2
NM_001321031.1	SEPT2
NM_001282973.1	SEPT2
NM_001282972.1	SEPT2
NM_001321034.1	SEPT2
NM_001321030.1	SEPT2
NM_001321033.1	SEPT2
NM_001282984.1	FARP2
NM_001282983.1	FARP2
NM_014808.3	FARP2
NR_036083.1	MIR3133
NM_001271978.1	STK25
NM_001271977.1	STK25
NM_001282306.1	STK25
NM_001271979.1	STK25
NM_001282307.1	STK25
NM_006374.4	STK25
NM_001271980.1	STK25
NM_001282308.1	STK25
NM_001282305.1	STK25
NR_033346.1	BOK-AS1
NM_032515.4	BOK
NM_001164356.1	THAP4
NM_015963.5	THAP4
NM_013325.4	ATG4B
NM_178326.2	ATG4B
NM_001320904.1	DTYMK
NM_001320905.1	DTYMK
NM_012145.3	DTYMK
NM_001165031.1	DTYMK
NR_033255.1	DTYMK
NM_001320903.1	DTYMK
NR_135492.1	DTYMK
NM_001320902.1	DTYMK
NM_001330161.1	ING5
NM_001330162.1	ING5
NM_032329.5	ING5
NM_001287249.1	D2HGDH
NR_109778.1	D2HGDH
NM_152783.4	D2HGDH
NM_022134.2	GAL3ST2
NM_001167600.2	NEU4
NM_001167601.2	NEU4
NM_080741.3	NEU4
NM_001167599.2	NEU4
NM_001167602.2	NEU4
NM_005018.2	PDCD1
NM_173821.2	RTP5
NR_110220.1	LINC01237
NR_135768.1	LOC285095
NR_135767.1	LOC285095
NR_135766.1	LOC285095
NR_110592.1	LINC01238
NR_130700.1	LINC01881
NR_130701.1	LINC01881
NR_130699.1	LINC01881
NR_130702.1	LINC01881
NM_153325.3	DEFB125
NM_030931.3	DEFB126
NM_139074.3	DEFB127
NM_001037732.2	DEFB128
NM_080831.3	DEFB129
NM_207469.2	DEFB132
NM_080571.1	C20orf96
NM_153269.2	C20orf96
NM_033089.6	ZCCHC3
NR_109990.1	NRSN2-AS1
NM_006943.3	SOX12
NR_136649.1	NRSN2
NM_024958.2	NRSN2
NM_001323680.1	NRSN2
NM_001323681.1	NRSN2
NM_001323679.1	NRSN2
NM_001323683.1	NRSN2
NM_001323682.1	NRSN2
NM_001323684.1	NRSN2
NM_001323685.1	NRSN2
NM_021158.4	TRIB3
NM_001301196.1	TRIB3
NM_001301201.1	TRIB3
NM_001301188.1	TRIB3
NM_001301190.1	TRIB3
NM_001301193.1	TRIB3
NM_001323960.1	RBCK1
NM_001323958.1	RBCK1
NM_006462.5	RBCK1
NM_001323956.1	RBCK1
NR_136659.1	RBCK1
NM_031229.3	RBCK1
NM_144628.3	TBC1D20
NR_111901.1	TBC1D20
NM_177559.2	CSNK2A1
NM_001895.3	CSNK2A1
NM_177560.2	CSNK2A1
NM_004609.3	TCF15
NM_080725.2	SRXN1
NM_033129.3	SCRT2
NM_033409.3	SLC52A3
NM_001289146.1	FAM110A
NM_001042353.2	FAM110A
NM_001289145.1	FAM110A
NM_207121.4	FAM110A
NM_001289147.1	FAM110A
NM_031424.5	FAM110A
NM_015985.3	ANGPT4
NM_001322809.1	ANGPT4
NM_001029871.3	RSPO4
NM_001040007.2	RSPO4
NM_001323407.1	PSMF1
NM_178578.3	PSMF1
NR_136535.1	LOC105372493
NM_001323408.1	PSMF1
NM_006814.4	PSMF1
NM_001323410.1	PSMF1
NM_001323409.1	PSMF1
NM_018354.2	TMEM74B
NM_001304748.1	TMEM74B
NM_001304749.1	TMEM74B
NM_001009612.2	C20orf202
NM_001136566.2	RAD21L1
NM_014723.3	SNPH
NM_001318234.1	SNPH
NM_015685.5	SDCBP2
NM_001199784.1	SDCBP2
NM_080489.4	SDCBP2
NR_037661.1	FKBP1A-SDCBP2
NR_040049.1	SDCBP2-AS1
NR_040048.1	SDCBP2-AS1
NR_040047.1	SDCBP2-AS1
NM_000801.4	FKBP1A
NM_001199786.1	FKBP1A
NM_054014.3	FKBP1A
NR_106929.1	MIR6869
NM_001206736.1	NSFL1C
NM_016143.4	NSFL1C
NM_018839.4	NSFL1C
NR_038164.1	NSFL1C
NM_001122962.1	SIRPB2
NM_001134836.1	SIRPB2
NM_178460.2	SIRPD
NM_001330639.1	SIRPB1
NM_006065.4	SIRPB1
NM_001083910.3	SIRPB1
NM_001135844.3	SIRPB1
NM_001329157.1	SIRPB1
NM_018556.3	SIRPG
NM_001039508.1	SIRPG
NM_080816.2	SIRPG
NR_110090.1	SIRPG-AS1
NR_037142.1	LOC100289473
NM_001040022.1	SIRPA
NM_001330728.1	SIRPA
NM_080792.2	SIRPA
NM_001040023.1	SIRPA
NR_134520.1	LOC727993
NM_001190892.1	PDYN
NM_001190900.1	PDYN
NM_024411.4	PDYN
NM_001190898.2	PDYN
NM_001190899.2	PDYN
NM_080836.3	STK35
NM_001287682.1	LOC388780
NM_003245.3	TGM3
NM_001254734.1	TGM6
NM_198994.2	TGM6
NM_003091.3	SNRPB
NM_198216.1	SNRPB
NR_003684.1	SNORD119
NM_001321801.1	ZNF343
NM_001321803.1	ZNF343
NM_001321800.1	ZNF343
NM_001282497.1	ZNF343
NM_001321802.1	ZNF343
NM_024325.5	ZNF343
NM_001321805.1	ZNF343
NM_001282496.1	ZNF343
NM_001282498.1	ZNF343
NM_001282495.1	ZNF343
NM_001282499.1	ZNF343
NM_080751.2	TMC2
NM_006392.3	NOP56
NR_027700.2	NOP56
NR_031699.1	MIR1292
NR_003078.1	SNORD110
NR_002981.1	SNORA51
NR_004399.1	SNORD86
NR_002739.1	SNORD56
NR_002738.1	SNORD57
NM_006899.4	IDH3B
NR_136344.1	IDH3B
NM_001330763.1	IDH3B
NM_174855.3	IDH3B
NM_001258384.2	IDH3B
NR_138537.1	EBF4
NM_001110514.1	EBF4
NM_019609.4	CPXM1
NM_001184699.1	CPXM1
NM_001256538.1	C20orf141
NM_080739.2	C20orf141
NM_001167670.2	TMEM239
NM_001318207.1	TMEM239
NM_022760.4	PCED1A
NM_001271168.1	PCED1A
NM_080413.2	VPS16
NM_022575.3	VPS16
NM_002836.3	PTPRA
NM_080840.2	PTPRA
NM_080841.2	PTPRA
NM_001310220.1	GNRH2
NM_178332.1	GNRH2
NM_178331.1	GNRH2
NM_001501.1	GNRH2
NM_030811.3	MRPS26
NM_000915.3	OXT
NM_000490.4	AVP
NR_038395.1	UBOX5-AS1
NM_014948.3	UBOX5
NM_001267584.1	UBOX5
NM_199415.2	UBOX5
NM_021826.4	FASTKD5
NM_001282533.1	LZTS3
NM_023935.2	DDRGK1
NM_001324238.1	ITPA
NR_052000.1	ITPA
NM_001324237.1	ITPA
NR_052001.2	ITPA
NM_181493.3	ITPA
NM_001267623.1	ITPA
NM_001324236.1	ITPA
NR_052002.1	ITPA
NM_033453.3	ITPA
NM_001324240.1	ITPA
NM_032034.3	SLC4A11
NM_001174090.1	SLC4A11
NR_135000.1	SLC4A11
NM_001174089.1	SLC4A11
NM_001009984.2	C20orf194
NM_001207047.2	ATRN
NM_139322.3	ATRN
NM_001323332.1	ATRN
NM_139321.2	ATRN
NM_145762.2	GFRA4
NM_022139.3	GFRA4
NM_025220.4	ADAM33
NM_001282447.2	ADAM33
NM_153202.3	ADAM33
NM_023068.3	SIGLEC1
NM_001318322.1	HSPA12B
NM_001197327.1	HSPA12B
NM_052970.4	HSPA12B
NM_001258430.1	C20orf27
NM_001039140.2	C20orf27
NM_001258429.1	C20orf27
NR_047675.1	C20orf27
NM_015417.4	SPEF1
NM_001810.5	CENPB
NM_001287517.1	CDC25B
NM_001287518.1	CDC25B
NM_001287516.1	CDC25B
NR_136336.1	CDC25B
NM_001287519.1	CDC25B
NM_001287522.1	CDC25B
NM_001287520.1	CDC25B
NR_136335.1	CDC25B
NM_004358.4	CDC25B
NM_021872.3	CDC25B
NM_021873.3	CDC25B
NM_001287524.1	CDC25B
NR_109859.1	LINC01730
NM_001204447.1	AP5S1
NM_018347.2	AP5S1
NM_001204446.1	AP5S1
NM_001206491.1	MAVS
NR_037921.1	MAVS
NM_020746.4	MAVS
NM_024960.5	PANK2
NM_001324192.1	PANK2
NR_136715.1	PANK2
NM_153638.3	PANK2
NM_001324191.1	PANK2
NM_001324193.1	PANK2
NM_153640.3	PANK2
NR_029519.1	MIR103A2
NR_031722.1	MIR103B2
NM_007219.4	RNF24
NM_001321749.1	RNF24
NM_001134338.2	RNF24
NM_001134337.2	RNF24
NM_175841.2	SMOX
NM_175840.2	SMOX
NM_175842.2	SMOX
NM_175839.2	SMOX
NM_001270691.1	SMOX
NR_033917.1	LINC01433
NM_000678.3	ADRA1D
NM_001080122.1	PRNP
NM_183079.2	PRNP
NM_001080121.1	PRNP
NM_001271561.1	PRNP
NM_000311.3	PRNP
NM_001080123.1	PRNP
NM_012409.3	PRND
NR_024267.1	PRNT
NR_024268.1	PRNT
NR_024269.1	PRNT
NM_170774.1	RASSF2
NM_014737.2	RASSF2
NM_005116.5	SLC23A2
NM_203327.1	SLC23A2
NM_001330987.1	TMEM230
NM_001330985.1	TMEM230
NM_001330984.1	TMEM230
NM_014145.4	TMEM230
NM_001009924.1	TMEM230
NM_001330986.1	TMEM230
NM_001009923.1	TMEM230
NM_001009925.1	TMEM230
NM_182649.1	PCNA
NM_002592.2	PCNA
NR_028370.1	PCNA-AS1
NM_003818.3	CDS2
NM_144773.3	PROKR2
NR_038239.1	LINC00658
NR_038240.1	LINC00658
NR_029405.1	LOC643406
NR_015406.2	LINC00654
NR_109860.1	LINC01729
NM_019593.3	GPCPD1
NM_001303479.1	C20orf196
NM_152504.3	C20orf196
NM_001303478.1	C20orf196
NM_001303477.1	C20orf196
NM_001819.2	CHGB
NM_015939.4	TRMT6
NM_001281467.1	TRMT6
NM_001281521.1	MCM8
NM_001281522.1	MCM8
NM_032485.5	MCM8
NM_182802.2	MCM8
NM_001281520.1	MCM8
NR_110101.1	MCM8-AS1
NM_001323562.1	CRLS1
NR_136617.1	CRLS1
NM_019095.5	CRLS1
NM_001323563.1	CRLS1
NM_001323564.1	CRLS1
NM_001127458.1	CRLS1
NM_001323561.1	CRLS1
NM_152611.4	LRRN4
NM_017671.4	FERMT1
NR_109953.1	CASC20
NM_001200.3	BMP2
NR_110609.1	LINC01428
NR_135005.1	LINC01751
NR_110610.1	LINC01706
NR_107029.1	MIR8062
NM_017545.2	HAO1
NM_021156.3	TMX4
NM_015192.3	PLCB1
NM_182734.2	PLCB1
NR_046809.1	PLCB1-IT1
NR_004386.2	RNU105B
NM_001172646.1	PLCB4
NM_182797.2	PLCB4
NM_000933.3	PLCB4
NR_109957.1	LAMP5-AS1
NM_001199897.1	LAMP5
NM_012261.3	LAMP5
NM_020341.3	PAK5
NM_177990.2	PAK5
NR_109861.1	LOC101929371
NR_040710.1	SNAP25-AS1
NM_198798.2	ANKEF1
NM_001303472.1	ANKEF1
NM_022096.5	ANKEF1
NM_130811.3	SNAP25
NM_003081.4	SNAP25
NM_001322909.1	SNAP25
NM_001322905.1	SNAP25
NM_001322908.1	SNAP25
NM_001322906.1	SNAP25
NM_001322903.1	SNAP25
NM_001322904.1	SNAP25
NM_001322910.1	SNAP25
NM_001322907.1	SNAP25
NM_001322902.1	SNAP25
NM_018848.3	MKKS
NM_170784.2	MKKS
NR_072977.1	MKKS
NM_001009608.2	SLX4IP
NM_000214.2	JAG1
NR_106930.1	MIR6870
NR_110611.1	LINC01752
NR_109866.1	LOC101929413
NR_038972.1	LOC339593
NR_110635.1	LINC00687
NM_001282552.2	BTBD3
NM_181443.3	BTBD3
NM_001282550.1	BTBD3
NM_001282554.1	BTBD3
NM_001282551.1	BTBD3
NM_014962.3	BTBD3
NR_109868.1	LINC01722
NR_109872.1	LOC102606466
NR_109870.1	LINC01723
NM_018327.2	SPTLC3
NM_080826.1	ISM1
NR_040043.1	ISM1-AS1
NM_001323603.1	TASP1
NR_136631.1	TASP1
NR_136630.1	TASP1
NM_001323604.1	TASP1
NM_017714.2	TASP1
NR_136628.1	TASP1
NR_136629.1	TASP1
NM_001323602.1	TASP1
NM_016649.3	ESF1
NM_001276380.1	ESF1
NM_024120.4	NDUFAF5
NR_029377.1	NDUFAF5
NM_001039375.2	NDUFAF5
NR_073206.1	SEL1L2
NM_001271539.1	SEL1L2
NR_073207.1	SEL1L2
NM_080676.5	MACROD2
NM_198391.2	FLRT3
NM_013281.3	FLRT3
NR_104193.2	MACROD2-IT1
NR_037841.3	MACROD2-AS1
NR_110318.1	MACROD2-AS1
NR_072988.2	MACROD2-AS1
NM_001033087.1	MACROD2
NR_130925.1	LOC613266
NR_130924.1	LOC613266
NM_024704.4	KIF16B
NM_001199865.1	KIF16B
NM_001199866.1	KIF16B
NM_198220.2	SNRPB2
NM_003092.4	SNRPB2
NM_020157.3	OTOR
NM_001201528.1	PCSK2
NM_001201529.2	PCSK2
NM_002594.4	PCSK2
NM_001195.4	BFSP1
NM_001278606.1	BFSP1
NM_001161705.1	BFSP1
NM_001278607.1	BFSP1
NM_001278608.1	BFSP1
NM_006870.3	DSTN
NM_001011546.1	DSTN
NM_001042576.1	RRBP1
NM_004587.2	RRBP1
NM_001159495.1	BANF2
NM_001014977.3	BANF2
NM_178477.4	BANF2
NM_014426.3	SNX5
NM_152227.2	SNX5
NM_001282454.1	SNX5
NR_003045.1	SNORD17
NM_001310339.1	MGME1
NM_052865.3	MGME1
NM_001310338.1	MGME1
NM_021220.3	OVOL2
NM_001303461.1	OVOL2
NM_001303462.1	OVOL2
NM_001164811.1	PET117
NM_020536.4	KAT14
NR_028402.2	KAT14
NM_001283005.1	ZNF133
NM_001283006.1	ZNF133
NM_001283007.1	ZNF133
NM_001282998.1	ZNF133
NM_001283004.1	ZNF133
NM_001083330.2	ZNF133
NM_001282999.1	ZNF133
NM_001283003.1	ZNF133
NM_001283008.1	ZNF133
NM_001282997.1	ZNF133
NM_001283002.1	ZNF133
NM_001282996.1	ZNF133
NM_001282995.1	ZNF133
NM_003434.5	ZNF133
NM_001283001.1	ZNF133
NM_001283000.1	ZNF133
NR_034167.1	LINC00851
NM_001099407.1	DZANK1
NM_006466.3	POLR3F
NR_104209.1	POLR3F
NM_001282526.1	POLR3F
NR_036160.1	MIR3192
NM_006606.2	RBBP9
NM_032986.3	SEC23B
NM_006363.4	SEC23B
NM_032985.4	SEC23B
NM_001172746.1	SEC23B
NM_001172745.1	SEC23B
NR_015432.1	LINC00493
NM_001318043.1	DTD1
NM_080820.5	DTD1
NR_109955.1	LOC101929526
NR_026884.1	LINC00652
NR_026883.1	LINC00652
NR_026885.1	LOC100270804
NM_001242671.2	C20orf78
NM_001302818.1	C20orf78
NM_178483.2	SCP2D1
NM_020689.3	SLC24A3
NR_024564.1	LOC100130264
NM_001242581.1	RIN2
NM_018993.3	RIN2
NM_181528.3	NAA20
NM_016100.4	NAA20
NM_181527.3	NAA20
NM_001278628.1	CRNKL1
NM_016652.5	CRNKL1
NM_001278625.1	CRNKL1
NM_001278626.1	CRNKL1
NM_001278627.1	CRNKL1
NM_015585.3	CFAP61
NM_001167816.1	CFAP61
NM_002196.2	INSM1
NM_020343.3	RALGAPA2
NM_001276389.1	KIZ
NM_001163023.1	KIZ
NM_001163022.1	KIZ
NM_018474.4	KIZ
NR_109956.1	KIZ-AS1
NM_012255.4	XRN2
NM_001317960.1	XRN2
NM_033176.1	NKX2-4
NM_002509.3	NKX2-2
NR_109880.1	LINC01727
NR_109878.1	LINC01726
NM_006192.4	PAX1
NM_001257096.1	PAX1
NR_038394.1	LINC01432
NR_110615.1	LINC01427
NR_027090.1	LOC284788
NR_027089.2	LOC284788
NR_001558.3	LINC00261
NM_021784.4	FOXA2
NM_153675.2	FOXA2
NR_109883.1	LINC01384
NM_001052.2	SSTR4
NM_000361.2	THBD
NM_012072.3	CD93
NR_034149.1	LINC00656
NM_013248.2	NXT1
NR_109884.1	LINC01431
NM_022482.4	GZF1
NM_001317012.1	GZF1
NM_001317019.1	GZF1
NM_001283018.1	NAPB
NM_022080.2	NAPB
NM_001283026.1	NAPB
NR_104266.1	NAPB
NM_001283020.1	NAPB
NM_138283.1	CSTL1
NM_130794.1	CST11
NM_080830.2	CST11
NM_001281730.1	CST8
NM_005492.3	CST8
NR_001279.2	CST13P
NM_080610.2	CST9L
NM_001008693.2	CST9
NM_001288614.1	CST3
NM_000099.3	CST3
NM_001899.2	CST4
NM_001898.2	CST1
NM_001322.2	CST2
NM_001900.4	CST5
NM_178312.2	GGTLC1
NM_178311.2	GGTLC1
NR_040102.1	LINC01721
NM_024893.2	SYNDIG1
NM_001323606.1	SYNDIG1
NM_001323607.1	SYNDIG1
NM_003650.3	CST7
NM_020531.2	APMAP
NM_001252676.1	ACSS1
NM_032501.3	ACSS1
NM_001252677.1	ACSS1
NM_001252675.1	ACSS1
NR_045948.1	VSX1
NM_001256272.1	VSX1
NR_045951.1	VSX1
NM_001256271.1	VSX1
NM_014588.5	VSX1
NM_199425.2	VSX1
NR_027093.1	LOC284798
NR_027092.1	LOC284798
NR_027091.1	LOC284798
NR_109994.1	LOC101926889
NM_001322382.1	ENTPD6
NM_001322381.1	ENTPD6
NM_001322379.1	ENTPD6
NM_001322384.1	ENTPD6
NM_001322380.1	ENTPD6
NM_001322394.1	ENTPD6
NM_001322392.1	ENTPD6
NM_001322385.1	ENTPD6
NM_001322386.1	ENTPD6
NM_001114089.3	ENTPD6
NM_001322393.1	ENTPD6
NM_001317941.2	ENTPD6
NM_001322396.1	ENTPD6
NM_001322383.1	ENTPD6
NM_001322387.1	ENTPD6
NM_001322391.1	ENTPD6
NM_001322388.1	ENTPD6
NM_001247.4	ENTPD6
NM_001322397.1	ENTPD6
NM_001322390.1	ENTPD6
NM_001322389.1	ENTPD6
NM_001322398.1	ENTPD6
NM_001322395.1	ENTPD6
NM_001322378.1	ENTPD6
NM_002862.3	PYGB
NM_015600.4	ABHD12
NM_001042472.2	ABHD12
NM_021067.4	GINS1
NR_134574.1	GINS1
NM_025176.5	NINL
NM_001318226.1	NINL
NM_152667.2	NANP
NR_126466.1	ZNF337-AS1
NR_126465.1	ZNF337-AS1
NR_126467.1	ZNF337-AS1
NM_001290261.1	ZNF337
NM_015655.3	ZNF337
NR_135006.1	LOC105372582
NR_027061.2	FAM182B
NR_026714.2	FAM182B
NR_110001.1	LOC101926935
NR_110003.1	LINC01733
NR_004846.3	LOC100134868
NR_026713.1	FAM182A
NR_003678.1	NCOR1P1
NR_040095.1	MIR663AHG
NR_030386.1	MIR663A
NR_145432.1	LINC01597
NR_003579.1	FRG1BP
NR_045115.1	MLLT10P1
NM_001037730.1	DEFB115
NM_001037731.1	DEFB116
NM_054112.2	DEFB118
NR_073151.1	DEFB119
NR_073152.1	DEFB119
NR_073153.1	DEFB119
NM_153289.3	DEFB119
NR_126440.1	DEFB119
NM_153323.4	DEFB119
NM_001271209.1	DEFB119
NM_001011878.2	DEFB121
NM_001171832.1	DEFB121
NR_045677.1	DEFB122
NM_153324.3	DEFB123
NR_126450.1	DEFB123
NM_001037500.1	DEFB124
NM_014012.5	REM1
NR_024358.1	LINC00028
NM_178582.2	HM13
NM_030789.3	HM13
NM_178581.2	HM13
NM_178580.2	HM13
NR_046853.2	HM13-AS1
NM_002165.3	ID1
NM_181353.2	ID1
NR_036161.1	MIR3193
NM_032609.2	COX4I2
NR_134257.1	BCL2L1
NM_001322242.1	BCL2L1
NM_001191.3	BCL2L1
NM_001317919.1	BCL2L1
NM_001322240.1	BCL2L1
NM_001317921.1	BCL2L1
NM_001322239.1	BCL2L1
NM_001317920.1	BCL2L1
NM_138578.2	BCL2L1
NR_131907.1	ABALON
NM_012112.4	TPX2
NM_033118.3	MYLK2
NM_004118.3	FOXS1
NM_001320479.1	DUSP15
NM_001012644.2	DUSP15
NM_177991.2	DUSP15
NM_001320478.1	DUSP15
NM_080611.4	DUSP15
NM_001008409.2	TTLL9
NR_134519.1	TTLL9
NM_030815.2	PDRG1
NM_001011718.1	XKR7
NM_080625.3	CCM2L
NM_001172131.1	HCK
NM_001172130.1	HCK
NM_001172129.1	HCK
NM_002110.3	HCK
NM_001172133.1	HCK
NM_001172132.1	HCK
NM_014742.3	TM9SF4
NR_002781.1	TSPY26P
NM_002657.3	PLAGL2
NM_172236.1	POFUT1
NM_015352.1	POFUT1
NR_031726.1	MIR1825
NM_004798.3	KIF3B
NM_001164603.1	ASXL1
NM_015338.5	ASXL1
NM_080616.4	NOL4L
NM_001256798.1	NOL4L
NR_110619.1	LOC101929698
NR_034152.1	LOC149950
NM_182584.2	C20orf203
NM_053041.2	COMMD7
NM_001099339.1	COMMD7
NM_001207056.1	DNMT3B
NM_001207055.1	DNMT3B
NM_175849.1	DNMT3B
NM_175848.1	DNMT3B
NM_006892.3	DNMT3B
NM_175850.2	DNMT3B
NM_012325.2	MAPRE1
NM_080675.3	SUN5
NM_025227.2	BPIFB2
NM_174897.2	BPIFB6
NM_182658.2	BPIFB3
NM_182519.2	BPIFB4
NM_001319164.1	BPIFA2
NM_080574.3	BPIFA2
NR_026760.1	BPIFA4P
NM_001042439.2	BPIFA3
NM_178466.4	BPIFA3
NM_016583.3	BPIFA1
NM_001243193.1	BPIFA1
NM_130852.2	BPIFA1
NM_033197.2	BPIFB1
NM_016408.3	CDK5RAP1
NM_001278167.1	CDK5RAP1
NM_001278168.1	CDK5RAP1
NM_016082.4	CDK5RAP1
NM_001278169.1	CDK5RAP1
NM_003098.2	SNTA1
NM_001032999.2	CBFA2T2
NM_001039709.1	CBFA2T2
NM_005093.3	CBFA2T2
NM_031232.3	NECAB3
NM_031231.3	NECAB3
NM_080825.3	C20orf144
NM_001024675.1	ACTL10
NM_005225.2	E2F1
NM_007238.4	PXMP4
NM_183397.2	PXMP4
NM_001282935.1	ZNF341
NM_032819.4	ZNF341
NR_104259.1	ZNF341
NM_001282933.1	ZNF341
NR_110623.1	ZNF341-AS1
NM_176812.4	CHMP4B
NR_109885.1	RALY-AS1
NR_109886.1	RALY-AS1
NM_007367.3	RALY
NM_016732.2	RALY
NR_039911.1	MIR4755
NM_003908.4	EIF2S2
NM_001316364.1	EIF2S2
NM_001316363.1	EIF2S2
NM_001672.2	ASIP
NM_001322086.1	AHCY
NM_001322084.1	AHCY
NM_001322085.1	AHCY
NM_000687.3	AHCY
NM_001161766.1	AHCY
NM_001257138.2	ITCH
NM_031483.6	ITCH
NM_001257137.2	ITCH
NM_001324198.1	ITCH
NM_001324197.1	ITCH
NR_030374.1	MIR644A
NM_001319157.1	DYNLRB1
NM_001281727.1	DYNLRB1
NM_014183.3	DYNLRB1
NR_104032.1	DYNLRB1
NM_001281729.1	DYNLRB1
NM_001281728.1	DYNLRB1
NM_177953.2	DYNLRB1
